DEP,LIBGEO,P13_H2064,P13_H65P,P13_F2064,P13_F65P
78,Montainville,148,30,154,40
78,Montalet-le-Bois,105,16,106,21
78,Montchauvet,69,29,78,33
78,Montesson,4295,871,4611,1075
78,Montfort-l'Amaury,730,298,769,567
78,Montigny-le-Bretonneux,10907,1229,11102,1414
78,Morainvilliers,737,149,754,170
78,Mousseaux-sur-Seine,195,46,187,57
78,Mulcent,27,1,33,6
78,Les Mureaux,8828,2124,9186,1803
78,Neauphle-le-Château,928,202,946,226
78,Neauphle-le-Vieux,267,50,275,49
78,Neauphlette,256,44,260,38
78,Nézel,325,62,338,61
78,Noisy-le-Roi,1911,735,2031,929
78,Oinville-sur-Montcient,332,88,328,94
78,Orcemont,261,51,262,56
78,Orgerus,657,206,665,250
78,Orgeval,1556,440,1596,525
78,Orphin,281,60,267,48
78,Orsonville,92,16,100,16
78,Orvilliers,209,39,207,48
78,Osmoy,112,29,100,29
78,Paray-Douaville,71,9,76,8
78,Le Pecq,4299,1217,4792,2057
78,Perdreauville,173,44,183,48
78,Le Perray-en-Yvelines,1989,461,2006,562
78,Plaisir,9315,1536,9693,1885
78,Poigny-la-Forêt,262,86,266,130
78,Poissy,10805,2417,11512,3404
78,Ponthévrard,162,37,177,33
78,Porcheville,892,228,842,208
78,Le Port-Marly,1685,202,1726,244
78,Port-Villez,75,11,65,21
78,Prunay-le-Temple,118,17,137,26
78,Prunay-en-Yvelines,264,52,239,57
78,La Queue-les-Yvelines,603,164,595,278
78,Raizeux,267,78,247,71
78,Rambouillet,7116,1944,7722,2753
78,Rennemoulin,30,10,33,8
78,Richebourg,482,73,488,72
78,Rochefort-en-Yvelines,263,63,264,59
78,Rocquencourt,775,427,878,565
78,Rolleboise,127,31,113,32
78,Rosay,115,27,109,39
78,Rosny-sur-Seine,1601,377,1630,492
78,Sailly,114,20,116,19
78,Saint-Arnoult-en-Yvelines,1715,526,1696,576
78,Saint-Cyr-l'École,5202,838,5404,1278
78,Saint-Forget,143,50,137,34
78,Saint-Germain-de-la-Grange,536,144,524,143
78,Saint-Germain-en-Laye,11076,2545,11773,3977
78,Saint-Hilarion,264,65,271,65
78,Saint-Illiers-la-Ville,104,20,101,18
78,Saint-Illiers-le-Bois,134,21,149,24
78,Saint-Lambert,133,33,125,36
78,Saint-Léger-en-Yvelines,410,116,421,114
78,Saint-Martin-de-Bréthencourt,189,38,192,40
78,Saint-Martin-des-Champs,83,27,95,27
78,Saint-Martin-la-Garenne,284,63,279,70
78,Sainte-Mesme,306,67,264,65
78,Saint-Nom-la-Bretèche,1255,511,1285,540
78,Saint-Rémy-lès-Chevreuse,2131,685,2106,1003
78,Saint-Rémy-l'Honoré,404,128,404,130
78,Sartrouville,15144,3001,16006,3903
78,Saulx-Marchais,300,29,281,34
78,Senlisse,147,59,151,58
78,Septeuil,641,172,672,250
78,Soindres,208,32,203,36
78,Sonchamp,481,114,453,124
78,Tacoignières,309,63,296,67
78,Le Tartre-Gaudran,9,3,11,3
78,Le Tertre-Saint-Denis,38,2,41,5
78,Tessancourt-sur-Aubette,306,53,302,59
78,Thiverval-Grignon,335,42,434,70
78,Thoiry,349,73,373,93
78,Tilly,164,38,161,43
78,Toussus-le-Noble,367,27,334,19
78,Trappes,8814,1341,9295,1265
78,Le Tremblay-sur-Mauldre,267,74,261,82
78,Triel-sur-Seine,3365,622,3438,903
78,Vaux-sur-Seine,1428,282,1444,352
78,Vélizy-Villacoublay,6253,1579,6192,2158
78,Verneuil-sur-Seine,4343,823,4590,1137
78,Vernouillet,2729,513,2952,667
78,La Verrière,1608,339,1753,421
78,Versailles,23636,6029,24071,8948
78,Vert,239,68,241,70
78,Le Vésinet,4026,1436,4389,1931
78,Vicq,94,23,87,30
78,Vieille-Église-en-Yvelines,212,66,232,81
78,La Villeneuve-en-Chevrie,185,28,181,35
78,Villennes-sur-Seine,1365,354,1415,503
78,Villepreux,2764,621,2927,790
78,Villette,141,50,157,41
78,Villiers-le-Mahieu,199,51,198,48
78,Villiers-Saint-Frédéric,827,180,812,185
78,Viroflay,4465,971,4655,1464
78,Voisins-le-Bretonneux,3482,631,3481,703
79,L'Absie,247,157,214,206
79,Adilly,95,26,92,25
79,Aiffres,1461,508,1596,609
79,Aigonnay,198,34,180,39
79,Airvault,877,306,822,450
79,Les Alleuds,78,34,76,34
79,Allonne,185,64,183,69
79,Amailloux,237,68,226,100
79,Amuré,141,28,137,35
79,Arçais,176,74,164,89
79,Ardilleux,46,18,46,18
79,Ardin,369,105,355,111
79,Argenton-les-Vallées,415,166,407,283
79,Argenton-l'Église,454,143,464,173
79,Asnières-en-Poitou,46,31,43,29
79,Assais-les-Jumeaux,225,92,200,92
79,Aubigné,61,35,50,35
79,Aubigny,42,25,43,26
79,Augé,289,64,282,63
79,Availles-Thouarsais,51,37,47,26
79,Avon,17,14,20,10
79,Azay-le-Brûlé,573,102,567,123
79,Azay-sur-Thouet,314,97,327,101
79,La Bataille,23,13,18,13
79,Beaulieu-sous-Parthenay,210,44,196,60
79,Beaussais-Vitré,297,57,290,79
79,Beauvoir-sur-Niort,476,170,470,244
79,Béceleuf,184,64,183,132
79,Belleville,42,3,38,6
79,Bessines,462,126,481,154
79,Le Beugnon,88,48,75,42
79,Boismé,356,102,328,100
79,Boisserolles,17,8,15,10
79,La Boissière-en-Gâtine,63,32,63,28
79,Bougon,54,19,52,21
79,Bouillé-Loretz,305,105,273,119
79,Bouillé-Saint-Paul,98,48,104,51
79,Bouin,37,23,32,22
79,Le Bourdet,167,30,154,46
79,Boussais,130,44,121,55
79,La Crèche,1587,424,1655,545
79,Bressuire,5414,1566,5305,2052
79,Bretignolles,203,37,169,44
79,Le Breuil-Bernard,125,46,131,52
79,Le Breuil-sous-Argenton,158,38,142,33
79,Brie,55,25,52,24
79,Brieuil-sur-Chizé,28,20,20,35
79,Brion-près-Thouet,234,57,232,65
79,Brioux-sur-Boutonne,362,179,368,278
79,Brûlain,224,44,198,58
79,Le Busseau,202,85,205,91
79,Caunay,55,22,43,24
79,Celles-sur-Belle,1050,328,1015,445
79,Cerizay,1274,455,1244,610
79,Cersay,269,111,237,142
79,Chail,152,46,141,48
79,Champdeniers-Saint-Denis,385,217,392,311
79,Chantecorps,98,33,85,27
79,Chanteloup,297,67,288,81
79,La Chapelle-Bâton,133,25,113,37
79,La Chapelle-Bertrand,141,42,153,29
79,La Chapelle-Gaudin,75,23,67,19
79,La Chapelle-Pouilloux,55,25,43,22
79,La Chapelle-Saint-Étienne,102,37,86,40
79,La Chapelle-Saint-Laurent,497,212,475,280
79,La Chapelle-Thireuil,127,43,111,52
79,Prissé-la-Charrière,212,37,199,46
79,Mauléon,2458,642,2256,757
79,Châtillon-sur-Thouet,622,419,695,497
79,Chauray,1844,490,2099,563
79,Chef-Boutonne,480,306,493,439
79,Chenay,145,57,136,57
79,Chérigné,45,21,43,24
79,Cherveux,519,92,504,130
79,Chey,159,73,164,68
79,Chiché,451,161,424,202
79,Le Chillou,53,20,39,28
79,Chizé,233,120,213,146
79,Cirières,284,77,270,68
79,Clavé,99,38,89,40
79,Clessé,282,110,247,118
79,Clussais-la-Pommeraie,168,81,141,85
79,Combrand,349,84,326,93
79,La Couarde,87,23,77,23
79,La Coudre,73,10,68,17
79,Coulon,639,224,631,258
79,Coulonges-sur-l'Autize,590,266,586,407
79,Coulonges-Thouarsais,129,40,117,47
79,Courlay,678,258,638,325
79,Cours,159,27,161,32
79,Coutières,49,19,43,16
79,Couture-d'Argenson,110,58,92,68
79,Crézières,13,9,12,11
79,Doux,54,35,57,26
79,Échiré,893,301,938,370
79,Ensigné,90,30,90,30
79,Épannes,223,53,233,67
79,Étusson,107,37,88,38
79,Exireuil,423,137,442,171
79,Exoudun,177,67,166,77
79,Faye-l'Abbesse,258,112,246,189
79,Faye-sur-Ardin,186,26,177,41
79,Fénery,83,38,82,31
79,Fenioux,199,79,178,80
79,La Ferrière-en-Parthenay,231,73,230,73
79,Fomperron,119,36,116,29
79,Fontenille-Saint-Martin-d'Entraigues,169,60,163,63
79,La Forêt-sur-Sèvre,652,223,602,260
79,Les Forges,36,15,38,12
79,Fors,521,103,550,97
79,Les Fosses,130,35,128,41
79,La Foye-Monjault,241,53,237,61
79,François,284,78,284,73
79,Fressines,489,76,499,83
79,Frontenay-Rohan-Rohan,834,193,901,268
79,Geay,112,27,95,26
79,Genneton,76,51,80,38
79,Germond-Rouvre,355,64,370,70
79,Glénay,166,51,157,51
79,Gourgé,274,92,264,89
79,Gournay-Loizé,182,59,164,70
79,Granzay-Gript,271,66,258,81
79,Les Groseillers,20,4,16,4
79,Hanc,71,33,62,40
79,Irais,60,16,57,27
79,Juillé,29,10,27,16
79,Juscorps,114,22,121,26
79,Lageon,110,22,104,27
79,Largeasse,203,88,188,84
79,Lezay,514,317,471,425
79,Lhoumois,54,12,41,10
79,Limalonges,205,118,193,166
79,Lorigné,62,55,69,56
79,Loubigné,43,21,44,20
79,Loubillé,94,55,97,65
79,Louin,196,79,190,98
79,Louzy,371,80,378,96
79,Luché-sur-Brioux,38,11,37,17
79,Luché-Thouarsais,139,33,133,33
79,Lusseray,49,19,46,18
79,Luzay,180,40,183,42
79,Magné,748,313,802,352
79,Mairé-Levescault,152,64,162,76
79,Maisonnay,74,14,79,16
79,Maisontiers,42,15,50,32
79,Marigny,271,55,253,68
79,Marnes,65,38,57,47
79,Massais,174,39,153,52
79,Mauzé-sur-le-Mignon,693,272,737,414
79,Mauzé-Thouarsais,668,143,639,171
79,Mazières-en-Gâtine,269,98,288,116
79,Mazières-sur-Béronne,108,44,114,47
79,Melle,906,399,1002,621
79,Melleran,150,66,131,70
79,Ménigoute,209,135,198,186
79,Messé,55,21,56,27
79,Missé,267,63,258,70
79,Moncoutant,852,321,812,436
79,Montalembert,69,39,79,38
79,Montravers,112,25,98,28
79,La Mothe-Saint-Héray,430,201,459,281
79,Mougon,578,132,588,197
79,Moutiers-sous-Argenton,190,62,164,69
79,Moutiers-sous-Chantemerle,185,68,153,75
79,Nanteuil,481,149,458,153
79,Neuvy-Bouin,137,60,132,57
79,Niort,16107,4552,17188,7118
79,Nueil-les-Aubiers,1547,457,1470,608
79,Oiron,230,117,208,203
79,Oroux,31,9,35,10
79,Paizay-le-Chapt,66,34,66,36
79,Paizay-le-Tort,147,42,133,39
79,Pamplie,84,24,70,32
79,Pamproux,422,227,410,262
79,Parthenay,2720,1205,2741,1514
79,Pas-de-Jeu,112,38,110,40
79,Périgné,284,93,256,119
79,Pers,16,13,15,11
79,La Petite-Boissière,189,36,194,48
79,La Peyratte,306,132,298,152
79,Pierrefitte,85,39,77,30
79,Le Pin,338,79,288,91
79,Pioussay,87,33,84,51
79,Pliboux,54,28,49,32
79,Pompaire,560,216,588,229
79,Pouffonds,116,36,112,28
79,Pougne-Hérisson,101,33,91,50
79,Prahecq,597,161,588,218
79,Prailles,197,52,192,59
79,Pressigny,53,19,55,22
79,Priaires,32,14,32,19
79,Prin-Deyrançon,177,41,176,44
79,Pugny,64,23,53,24
79,Puihardy,15,7,15,9
79,Reffannes,115,30,109,28
79,Le Retail,93,28,74,33
79,La Rochénard,145,52,154,70
79,Rom,252,108,253,111
79,Romans,215,35,217,35
79,Saint-Amand-sur-Sèvre,377,109,345,133
79,Saint-André-sur-Sèvre,212,48,175,54
79,Saint-Aubin-du-Plain,173,48,162,44
79,Saint-Aubin-le-Cloud,451,198,455,218
79,Sainte-Blandine,219,45,196,47
79,Saint-Christophe-sur-Roc,165,44,160,40
79,Voulmentin,325,73,296,85
79,Saint-Coutant,84,33,72,39
79,Saint-Cyr-la-Lande,107,30,99,35
79,Sainte-Eanne,199,38,189,43
79,Saint-Étienne-la-Cigogne,39,13,44,11
79,Saint-Gelais,587,136,598,130
79,Sainte-Gemme,111,23,107,27
79,Saint-Génard,94,37,95,36
79,Saint-Généroux,104,33,94,39
79,Saint-Georges-de-Noisné,211,70,184,73
79,Saint-Georges-de-Rex,123,41,127,49
79,Saint-Germain-de-Longue-Chaume,107,51,108,47
79,Saint-Germier,69,20,57,26
79,Saint-Hilaire-la-Palud,454,155,437,178
79,Saint-Jacques-de-Thouars,135,27,142,34
79,Saint-Jean-de-Thouars,366,125,399,134
79,Saint-Jouin-de-Marnes,156,82,141,83
79,Saint-Jouin-de-Milly,61,17,53,25
79,Saint-Laurs,157,44,148,57
79,Saint-Léger-de-la-Martinière,282,122,274,173
79,Saint-Léger-de-Montbrun,391,78,379,74
79,Saint-Lin,96,33,92,35
79,Saint-Loup-Lamairé,219,143,233,182
79,Saint-Maixent-de-Beugné,106,24,106,32
79,Saint-Maixent-l'École,1794,591,1671,984
79,Saint-Marc-la-Lande,79,50,83,83
79,Saint-Martin-de-Bernegoue,247,67,238,55
79,Saint-Martin-de-Mâcon,98,25,92,27
79,Saint-Martin-de-Saint-Maixent,303,88,322,88
79,Saint-Martin-de-Sanzay,274,88,265,138
79,Saint-Martin-du-Fouilloux,69,30,64,20
79,Saint-Martin-lès-Melle,230,98,228,155
79,Saint-Maurice-la-Fougereuse,145,49,142,67
79,Saint-Maxire,354,84,367,84
79,Saint-Médard,31,11,32,12
79,Sainte-Néomaye,403,71,401,77
79,Sainte-Ouenne,237,56,237,53
79,Saint-Pardoux,429,149,438,185
79,Saint-Paul-en-Gâtine,136,56,122,56
79,Saint-Pierre-des-Échaubrognes,418,93,373,107
79,Saint-Pompain,281,69,271,90
79,Sainte-Radegonde,488,241,529,284
79,Saint-Rémy,314,63,324,60
79,Saint-Romans-des-Champs,59,12,47,16
79,Saint-Romans-lès-Melle,216,50,204,68
79,Sainte-Soline,95,47,85,60
79,Saint-Symphorien,522,154,560,163
79,Saint-Varent,639,278,625,398
79,Sainte-Verge,438,120,412,136
79,Saint-Vincent-la-Châtre,193,64,184,60
79,Saivres,415,118,416,112
79,Salles,106,21,103,26
79,Sansais,235,50,221,55
79,Saurais,64,9,54,15
79,Sauzé-Vaussais,396,237,403,283
79,Sciecq,165,61,166,69
79,Scillé,113,45,106,54
79,Secondigné-sur-Belle,159,47,136,50
79,Secondigny,408,283,426,323
79,Séligné,37,13,32,14
79,Sepvret,167,51,161,56
79,Sompt,84,32,88,31
79,Soudan,147,34,130,32
79,Soutiers,76,16,72,16
79,Souvigné,266,71,243,67
79,Surin,184,46,179,47
79,Taizé,245,56,221,66
79,Le Tallud,558,244,550,295
79,Tessonnière,98,29,84,37
79,Thénezay,363,159,348,219
79,Thorigné,388,90,361,103
79,Thorigny-sur-le-Mignon,29,3,28,7
79,Thouars,2359,1041,2465,1638
79,Tillou,78,37,89,42
79,Tourtenay,38,10,34,17
79,Trayes,38,13,37,11
79,Ulcot,15,8,13,9
79,Usseau,266,59,249,68
79,Vallans,246,50,222,52
79,Vançais,67,44,59,41
79,Le Vanneau-Irleau,246,84,242,93
79,Vanzay,51,31,59,28
79,Vasles,457,217,407,267
79,Vausseroux,96,33,90,33
79,Vautebis,36,11,35,11
79,Vernoux-en-Gâtine,154,78,140,95
79,Vernoux-sur-Boutonne,63,19,67,20
79,Verruyes,253,97,243,105
79,Le Vert,35,20,28,26
79,Viennay,326,102,318,76
79,Villefollet,49,30,40,29
79,Villemain,43,19,41,32
79,Villiers-en-Bois,38,11,35,18
79,Villiers-en-Plaine,502,103,484,153
79,Villiers-sur-Chizé,55,10,46,17
79,Vouhé,105,40,101,37
79,Vouillé,895,273,938,338
79,Xaintray,70,21,68,19
80,Abbeville,6389,1824,6958,3054
80,Ablaincourt-Pressoir,84,16,75,17
80,Acheux-en-Amiénois,158,40,164,70
80,Acheux-en-Vimeu,143,49,147,55
80,Agenville,25,8,26,10
80,Agenvillers,59,12,58,18
80,Aigneville,253,49,244,71
80,Ailly-le-Haut-Clocher,262,73,264,94
80,Ailly-sur-Noye,814,193,862,284
80,Ailly-sur-Somme,845,291,865,346
80,Airaines,656,181,666,248
80,Aizecourt-le-Bas,17,5,15,4
80,Aizecourt-le-Haut,22,5,25,5
80,Albert,2715,831,2823,1403
80,Allaines,107,43,116,44
80,Allenay,78,29,79,32
80,Allery,249,57,218,76
80,Allonville,205,55,221,59
80,Amiens,38524,6969,41776,11108
80,Andainville,63,24,68,18
80,Andechy,79,18,77,17
80,Argoeuves,172,50,150,60
80,Argoules,61,35,55,51
80,Arguel,8,3,9,2
80,Armancourt,7,1,5,1
80,Arquèves,48,13,43,17
80,Arrest,233,90,230,106
80,Arry,50,11,58,12
80,Arvillers,227,52,225,66
80,Assainvillers,43,7,37,7
80,Assevillers,82,15,81,25
80,Athies,157,51,158,102
80,Aubercourt,21,2,28,2
80,Aubigny,139,30,143,44
80,Aubvillers,40,7,42,9
80,Auchonvillers,37,6,34,11
80,Ault,426,186,425,262
80,Aumâtre,51,20,51,26
80,Aumont,39,15,35,12
80,Autheux,36,9,33,16
80,Authie,83,21,79,35
80,Authieule,106,37,104,30
80,Authuille,48,15,48,17
80,Avelesges,15,2,16,7
80,Aveluy,151,44,144,53
80,Avesnes-Chaussoy,15,7,14,5
80,Ayencourt,47,16,48,20
80,Bacouel-sur-Selle,149,35,152,47
80,Bailleul,79,19,80,31
80,Baizieux,64,9,57,13
80,Balâtre,26,6,23,5
80,Barleux,82,22,71,26
80,Barly,49,20,44,15
80,Bavelincourt,37,6,32,10
80,Bayencourt,26,2,24,7
80,Bayonvillers,101,30,93,28
80,Bazentin,23,8,21,11
80,Béalcourt,28,11,29,14
80,Beaucamps-le-Jeune,59,24,51,25
80,Beaucamps-le-Vieux,387,130,367,173
80,Beauchamps,300,67,319,99
80,Beaucourt-en-Santerre,53,10,54,7
80,Beaucourt-sur-l'Ancre,24,10,25,11
80,Beaucourt-sur-l'Hallue,78,16,77,19
80,Beaufort-en-Santerre,61,13,53,15
80,Beaumetz,62,21,62,17
80,Beaumont-Hamel,61,13,57,16
80,Beauquesne,391,78,379,120
80,Beauval,600,156,594,213
80,Bécordel-Bécourt,56,11,46,11
80,Becquigny,29,14,27,12
80,Béhen,148,30,137,50
80,Béhencourt,114,23,102,24
80,Bellancourt,168,29,168,32
80,Belleuse,97,26,98,35
80,Belloy-en-Santerre,52,15,48,16
80,Belloy-Saint-Léonard,28,8,29,7
80,Belloy-sur-Somme,251,52,223,54
80,Bergicourt,46,16,45,14
80,Bermesnil,63,20,66,20
80,Bernâtre,9,3,10,5
80,Bernaville,300,78,302,118
80,Bernay-en-Ponthieu,61,24,61,26
80,Bernes,107,20,107,24
80,Berneuil,77,21,77,21
80,Berny-en-Santerre,47,10,47,9
80,Bertangles,176,56,176,64
80,Berteaucourt-les-Dames,331,81,322,99
80,Berteaucourt-lès-Thennes,153,21,139,28
80,Bertrancourt,67,14,69,19
80,Béthencourt-sur-Mer,292,81,304,110
80,Béthencourt-sur-Somme,41,6,37,12
80,Bettembos,28,10,27,7
80,Bettencourt-Rivière,60,17,57,19
80,Bettencourt-Saint-Ouen,190,26,205,22
80,Beuvraignes,264,56,235,61
80,Biaches,115,21,115,29
80,Biarre,20,8,19,10
80,Biencourt,37,12,33,15
80,Billancourt,49,15,54,18
80,Blangy-sous-Poix,62,9,52,14
80,Blangy-Tronville,173,40,177,35
80,Boisbergues,20,7,24,5
80,Le Boisle,99,44,86,73
80,Boismont,133,61,138,66
80,Bonnay,76,20,77,24
80,Bonneville,107,27,88,29
80,Bosquel,104,15,94,23
80,Bouchavesnes-Bergen,113,19,111,21
80,Bouchoir,85,19,79,18
80,Bouchon,43,14,44,16
80,Boufflers,41,11,30,15
80,Bougainville,128,36,124,48
80,Bouillancourt-en-Séry,161,44,158,53
80,Bouillancourt-la-Bataille,40,11,36,12
80,Bouquemaison,158,37,145,47
80,Bourdon,120,18,119,23
80,Bourseville,193,84,196,87
80,Boussicourt,19,7,23,6
80,Bouttencourt,279,84,288,102
80,Bouvaincourt-sur-Bresle,241,56,239,66
80,Bouvincourt-en-Vermandois,49,11,46,10
80,Bouzincourt,150,46,149,56
80,Bovelles,124,30,125,35
80,Boves,884,258,912,322
80,Braches,70,5,80,8
80,Brailly-Cornehotte,68,23,65,27
80,Brassy,21,4,16,5
80,Bray-lès-Mareuil,68,22,68,19
80,Bray-sur-Somme,334,111,340,177
80,Breilly,134,33,138,43
80,Bresle,40,5,30,6
80,Breuil,19,6,19,4
80,Brévillers,29,1,33,6
80,Brie,111,27,105,29
80,Briquemesnil-Floxicourt,58,14,54,16
80,Brocourt,33,6,32,5
80,Brouchy,168,48,146,70
80,Brucamps,46,10,39,11
80,Brutelles,56,13,56,16
80,Buigny-l'Abbé,99,30,100,40
80,Buigny-lès-Gamaches,108,47,110,47
80,Buigny-Saint-Maclou,154,48,163,42
80,Buire-Courcelles,72,19,70,22
80,Buire-sur-l'Ancre,91,19,89,25
80,Bus-la-Mésière,41,10,43,16
80,Bus-lès-Artois,48,10,39,15
80,Bussu,66,20,56,26
80,Bussus-Bussuel,95,24,96,21
80,Bussy-lès-Daours,103,28,111,26
80,Bussy-lès-Poix,26,5,27,7
80,Buverchy,14,1,15,1
80,Cachy,79,15,85,19
80,Cagny,362,114,344,191
80,Cahon,62,15,64,21
80,Caix,188,64,192,91
80,Cambron,230,59,202,73
80,Camon,1237,407,1251,532
80,Camps-en-Amiénois,49,13,48,20
80,Canaples,200,31,196,37
80,Canchy,93,25,95,30
80,Candas,324,61,300,82
80,Cannessières,27,8,20,18
80,Cantigny,35,5,34,7
80,Caours,180,53,185,51
80,Cappy,149,40,156,62
80,Cardonnette,132,38,153,44
80,Le Cardonnois,25,5,26,2
80,Carnoy,34,4,34,5
80,Carrépuis,75,20,75,25
80,Cartigny,213,48,198,60
80,Caulières,55,15,62,16
80,Cavillon,34,8,26,12
80,Cayeux-en-Santerre,32,4,29,4
80,Cayeux-sur-Mer,701,265,749,430
80,Cerisy-Buleux,88,13,74,22
80,Cerisy,163,47,139,42
80,Champien,86,14,78,23
80,Chaulnes,543,138,565,196
80,La Chaussée-Tirancourt,191,53,185,71
80,Chaussoy-Epagny,169,41,170,48
80,La Chavatte,20,3,20,4
80,Chépy,379,91,366,115
80,Chilly,67,11,58,15
80,Chipilly,55,14,53,15
80,Chirmont,35,9,35,16
80,Chuignes,42,14,36,18
80,Chuignolles,46,18,45,18
80,Citerne,91,25,73,28
80,Cizancourt,11,7,8,7
80,Clairy-Saulchoix,116,35,115,37
80,Cléry-sur-Somme,163,42,156,47
80,Cocquerel,70,20,60,17
80,Coigneux,12,5,13,9
80,Coisy,93,19,94,22
80,Colincamps,24,6,23,7
80,Combles,207,70,214,96
80,Condé-Folie,260,72,261,99
80,Contalmaison,37,6,34,6
80,Contay,112,19,108,23
80,Conteville,61,13,52,19
80,Contoire,135,29,132,31
80,Contre,42,6,46,7
80,Conty,450,114,483,198
80,Corbie,1758,467,1837,787
80,Cottenchy,150,28,147,26
80,Coullemelle,98,20,87,23
80,Coulonvillers,66,14,69,19
80,Courcelette,50,6,43,11
80,Courcelles-au-Bois,22,5,22,10
80,Courcelles-sous-Moyencourt,40,10,32,12
80,Courcelles-sous-Thoix,12,7,14,8
80,Courtemanche,31,8,27,9
80,Cramont,90,20,85,27
80,Crécy-en-Ponthieu,403,127,383,230
80,Crémery,36,7,27,7
80,Cressy-Omencourt,33,9,31,18
80,Creuse,55,17,59,15
80,Croix-Moligneaux,92,21,86,20
80,Croixrault,126,38,113,40
80,Le Crotoy,576,240,593,341
80,Crouy-Saint-Pierre,100,26,101,29
80,Curchy,94,20,82,30
80,Curlu,47,8,42,8
80,Damery,77,13,78,13
80,Dancourt-Popincourt,50,7,36,13
80,Daours,260,64,231,82
80,Dargnies,367,109,374,133
80,Davenescourt,152,35,152,53
80,Démuin,153,19,150,29
80,Dernancourt,136,40,137,40
80,Devise,18,4,16,4
80,Doingt,397,127,386,153
80,Domart-en-Ponthieu,334,90,298,144
80,Domart-sur-la-Luce,129,28,137,31
80,Domesmont,16,4,13,4
80,Dominois,53,20,54,20
80,Domléger-Longvillers,81,27,83,31
80,Dommartin,112,24,104,29
80,Dompierre-Becquincourt,200,43,197,67
80,Dompierre-sur-Authie,114,47,107,60
80,Domqueur,88,19,74,32
80,Domvast,93,25,97,21
80,Doudelainville,88,15,91,29
80,Douilly,69,20,60,26
80,Doullens,1704,506,1749,829
80,Dreuil-lès-Amiens,432,150,445,174
80,Driencourt,31,8,28,8
80,Dromesnil,32,13,27,13
80,Drucat,248,76,243,102
80,Dury,378,89,354,112
80,Eaucourt-sur-Somme,124,37,113,47
80,L'Échelle-Saint-Aurin,20,4,12,5
80,Éclusier-Vaux,33,6,23,7
80,Embreville,180,41,164,56
80,Englebelmer,92,20,79,22
80,Ennemain,69,19,63,21
80,Épagne-Épagnette,172,48,179,53
80,Épaumesnil,39,10,34,12
80,Épécamps,2,1,2,0
80,Épehy,314,94,309,174
80,Épénancourt,34,8,36,8
80,Éplessier,105,32,105,35
80,Eppeville,524,145,552,221
80,Équancourt,90,25,91,32
80,Équennes-Éramecourt,88,13,86,22
80,Erches,52,15,49,10
80,Ercheu,213,65,215,87
80,Ercourt,38,14,30,13
80,Ergnies,57,10,55,10
80,Érondelle,140,29,141,31
80,Esclainvillers,53,11,46,13
80,Esmery-Hallon,216,63,220,83
80,Essertaux,77,14,74,18
80,Estréboeuf,76,27,70,25
80,Estrées-Deniécourt,104,21,101,22
80,Estrées-lès-Crécy,103,38,112,36
80,Estrées-sur-Noye,84,16,91,24
80,Étalon,40,13,32,15
80,Ételfay,119,32,119,37
80,Éterpigny,55,9,47,10
80,Étinehem,114,26,113,28
80,L'Étoile,383,88,367,115
80,Étréjust,10,7,8,6
80,Étricourt-Manancourt,149,47,146,57
80,La Faloise,71,13,59,19
80,Falvy,39,16,42,12
80,Famechon,76,18,74,16
80,Faverolles,44,12,46,14
80,Favières,137,59,125,60
80,Fay,32,1,36,2
80,Ferrières,138,51,141,47
80,Fescamps,45,17,41,16
80,Feuillères,43,8,40,10
80,Feuquières-en-Vimeu,696,259,686,314
80,Fienvillers,182,42,187,66
80,Fignières,40,12,42,12
80,Fins,86,15,78,22
80,Flaucourt,87,17,89,32
80,Flers,50,15,46,23
80,Flers-sur-Noye,148,15,151,20
80,Flesselles,606,134,605,162
80,Fleury,73,13,71,15
80,Flixecourt,966,206,927,304
80,Fluy,103,19,96,24
80,Folies,40,9,38,8
80,Folleville,37,9,52,9
80,Fonches-Fonchette,40,12,37,14
80,Fontaine-le-Sec,45,15,42,16
80,Fontaine-lès-Cappy,17,3,14,3
80,Fontaine-sous-Montdidier,34,10,36,13
80,Fontaine-sur-Maye,46,8,46,14
80,Fontaine-sur-Somme,146,60,143,67
80,Forceville,52,14,46,20
80,Forceville-en-Vimeu,67,24,72,33
80,Forest-l'Abbaye,82,25,81,35
80,Forest-Montiers,115,35,109,37
80,Fort-Mahon-Plage,292,165,292,277
80,Fossemanant,29,9,36,7
80,Foucaucourt-en-Santerre,77,19,76,26
80,Foucaucourt-Hors-Nesle,21,2,23,3
80,Fouencamps,76,8,74,14
80,Fouilloy,513,162,509,260
80,Fouquescourt,45,15,43,14
80,Fourcigny,56,15,49,20
80,Fourdrinoy,113,30,109,28
80,Framerville-Rainecourt,136,30,125,39
80,Framicourt,56,9,52,13
80,Francières,50,19,51,22
80,Franleu,147,47,137,50
80,Franqueville,57,6,48,13
80,Fransart,46,7,41,9
80,Fransu,44,11,41,12
80,Fransures,49,6,42,9
80,Franvillers,169,27,164,34
80,Fréchencourt,88,12,88,16
80,Frémontiers,36,17,44,17
80,Fresnes-Mazancourt,34,6,31,13
80,Fresnes-Tilloloy,49,12,48,16
80,Fresneville,27,12,24,9
80,Fresnoy-Andainville,27,11,24,10
80,Fresnoy-au-Val,80,20,73,23
80,Fresnoy-en-Chaussée,37,6,36,7
80,Fresnoy-lès-Roye,86,31,77,28
80,Fressenneville,645,199,644,286
